,album,artist,date,genre,label,score
16396,Songs From Suicide Bridge,"David Kauffman,Eric Caboor",May 11 2015,Folk/Country,"Light in the Attic,Light in the Attic",7.4
16397,O.K.,Eskimeaux,May 11 2015,Rock,Double Double Whammy,7.5
16398,Who Me?,Juan Wauters,May 11 2015,Rock,Captured Tracks,6.0
16399,Peripheral Vision,Turnover,May 6 2015,Rock,Run for Cover,6.6
16400,HIVE1,Tyondai Braxton,May 12 2015,Electronic,Nonesuch,6.9
16401,Mask,Icky Blossoms,May 12 2015,Pop/R&B,Saddle Creek,6.8
16402,Fated,Nosaj Thing,May 6 2015,Electronic,"Innovative Leisure,Timetable",7.2
16403,New Alhambra,Elvis Depressedly,May 12 2015,Rock,"Orchid Tapes,Run for Cover",7.3
16404,The Hydrangeas Whisper,Boof,May 12 2015,Electronic,"Running Back,BubbleTease Communications",7.0
16405,Sprinter,Torres,May 7 2015,Rock,Partisan,8.0
16406,Wilder Mind,Mumford & Sons,May 7 2015,Rock,"Island,Glassnote",2.0
16407,MCIII,Mikal Cronin,May 7 2015,Rock,Merge,6.1
16408,II,Metz,May 7 2015,Rock,Sub Pop,6.7
16409,Chassis,Psychic Reality,May 7 2015,Electronic,Intercoastal Artists,6.6
16410,The Epic,Kamasi Washington,May 8 2015,Jazz,Brainfeeder,8.6
16411,Full Communism,Downtown Boys,May 8 2015,Rock,Don Giovanni,7.6
16412,Foremost & Fair,Home Blitz,May 1 2015,Rock,Richie,7.6
16413,Painted Shut,Hop Along,May 4 2015,Rock,Saddle Creek,7.9
16414,Fast Food,Nadine Shah,May 1 2015,Rock,Apollo,6.7
16415,Fading Love,George FitzGerald,May 4 2015,Electronic,Double Six,7.3
16416,Loyalty,The Weather Station,May 5 2015,Folk/Country,Paradise of Bachelors,7.8
16417,PC Music Volume 1,,May 4 2015,,PC Music,7.3
16418,"Runddans,Global","Todd Rundgren/Emil Nikolaisen/Hans-Peter Lindstrøm,Todd Rundgren",May 5 2015,Rock,"Smalltown Supersound,Esoteric Antenna","5.0,3.8"
16419,Almighty DP,Chief Keef,May 4 2015,Rap,Self-released,7.8
16420,Hairball,Nai Harvest,May 4 2015,Rock,Topshelf,5.8
16421,Born Under Saturn,Django Django,May 5 2015,Pop/R&B,Ribbon Music,5.6
16422,Marauding in Paradise,Jazz Cartier,May 5 2015,Rap,Self-released,7.3
16423,Actions,Turn to Crime,May 5 2015,,Mugg & Bopp,5.1
16424,Who Is the Sender?,Bill Fay,April 27 2015,Folk/Country,Dead Oceans,7.4
16425,Never Were the Way She Was,"Colin Stetson,Sarah Neufeld",April 27 2015,Experimental,Constellation,7.7
16426,The Magic Whip,Blur,April 28 2015,Rock,Parlophone,7.0
16427,IF,Paul de Jong,April 28 2015,Experimental,Temporary Residence,7.2
16428,Begging Please,Samo Sound Boy,April 27 2015,Electronic,Body High,7.5
16429,Nutty World 2,Sasha Go Hard,April 27 2015,Rap,Self-released,6.9
16430,These Things,Looper,April 28 2015,Electronic,Mute,5.8
16431,Intermission EP,Trey Songz,April 28 2015,Pop/R&B,Self-released,6.4
16432,Barter 6,Young Thug,April 24 2015,Rap,"Atlantic,300 Entertainment",8.4
16433,MG,MG,April 29 2015,Electronic,Mute,7.2
16434,N.E.W.,Death,April 23 2015,Rock,TryAngle,6.3
16435,Transient,Chaos Echoes,April 23 2015,Metal,Nuclear War Now!,6.1
16436,Love Story,Yelawolf,April 28 2015,Rap,"Interscope,Shady",4.9
16437,Makes a King,The Very Best,April 23 2015,Electronic,Moshi Moshi,6.7
16438,The Float,Roach Gigz,April 23 2015,Rap,Goomba,6.8
16439,The Night Took Us in Like Family,"Jeremiah Jae,L'Orange",April 24 2015,Rap,Mello Music Group,7.1
16440,Beauty Pill Describes Things As They Are,Beauty Pill,April 24 2015,Metal,Butterscotch,7.5
16441,II EP,Sheer Mag,April 24 2015,Rock,"Katorga Works,Wilsuns RC",8.1
16442,Sunshine Redux,Jackson Scott,April 29 2015,Rock,Bloodmoss,4.8
16443,Qalgebra,Hagerty-Toth Band,April 29 2015,Rock,Three Lobed,7.0
16444,Cosmic Drag,Daniele Baldelli,April 29 2015,Pop/R&B,Endless Flight,7.0
16445,Four Phantoms,Bell Witch,April 30 2015,Metal,Profound Lore,8.2
16446,Ripe,Slug,April 29 2015,Rock,Memphis Industries,6.9
16447,Deep in the Iris,Braids,April 30 2015,Electronic,Arbutus,7.4
16448,.Wav Theory,Towkio,April 30 2015,Rap,Self-released,6.2
16449,The Waterfall,My Morning Jacket,April 30 2015,Rock,"Capitol,ATO",7.9
16450,Foil Deer,Speedy Ortiz,April 20 2015,Rock,Carpark,7.9
16451,+-,Mew,May 1 2015,Rock,"Interscope,PIAS",7.2
16452,The Female Form,Loke Rahbek & Puce Mary,April 30 2015,Experimental,Posh Isolation,7.5
16453,The Good Fight,Oddisee,May 1 2015,Rap,Mello Music Group,7.3
16454,Damogen Furies,Squarepusher,April 20 2015,Electronic,Warp,7.3
16455,Transporteur EP,Bitchin Bajas,May 1 2015,Experimental,Hands in the Dark,7.7
16456,Mars Is a Very Bad Place For Love,The Breathing Effect,April 20 2015,Jazz,Alpha Pup,7.9
16457,Jackrabbit,San Fermin,April 20 2015,Rock,Downtown,5.2
16458,Untethered Moon,Built to Spill,April 21 2015,Rock,Warner Bros.,7.1
16459,The Early Years EP,Girl Band,April 20 2015,Rock,Rough Trade,7.2
16460,Lost River OST,Johnny Jewel,April 21 2015,Electronic,Italians Do It Better,7.0
16461,The Children of the Night,Tribulation,April 21 2015,Metal,Century Media,8.4
16462,Wire,Wire,April 21 2015,Rock,Pinkflag,7.0
16463,Heretical Anatomy,Abyss,April 21 2015,Metal,20 Buck Spin,7.5
16464,Kindred,Passion Pit,April 22 2015,Pop/R&B,Columbia,6.8
16465,"Sherwood at the Controls, Vol. 1: 1979-1984",,April 22 2015,,On-U Sound,8.0
16466,Sewing Machine,Low Jack,April 16 2015,Electronic,In Paradisum,7.4
16467,"Little Earthquakes,Under the Pink","Tori Amos,Tori Amos",April 16 2015,Rock,"Rhino,Rhino,Rhino,Rhino","8.6,8.1"
16468,Bashed Out,This Is the Kit,April 16 2015,Folk/Country,Brassland,7.2
16469,Froot,Marina and the Diamonds,April 17 2015,Rock,"Atlantic,Neon Gold,New Elektra",7.5
16470,Time Wharp,Time Wharp,June 5 2015,Electronic,Astro Nautico,7.7
16471,Pay Attention!,The Mothmen,June 5 2015,Rock,"On-U Sound,On-U Sound",6.0
16472,Kathryn Calder,Kathryn Calder,April 16 2015,Rock,File Under: Music,6.8
16473,Cherry Bomb,"Tyler, the Creator",April 17 2015,Rap,Odd Future,6.7
16474,The Alchemist and Oh No Present: Welcome to Los Santos,,April 17 2015,,"Rockstar,Mass Appeal",6.9
16475,Corn,Arthur Russell,June 8 2015,Experimental,Audika,8.3
16476,A Forest of Arms,Great Lake Swimmers,April 17 2015,Rock,Nettwerk,5.4
16477,Year of the Hare EP,Fucked Up,June 17 2015,Metal,Deathwish,6.0
16478,Black Bastards,KMD,April 17 2015,Rap,"Metalface,Metalface",8.4
16479,Sub-Lingual Tablet,The Fall,June 8 2015,Rock,Cherry Red,6.0
16480,Era,In Camera,June 3 2015,Rock,4AD,5.9
16481,Murder for Hire EP,Kevin Gates,June 3 2015,Rap,Self-released,7.1
16482,Math Ilium Ion EP,André Bratten,June 3 2015,Electronic,Smalltown Supersound,7.7
16483,"Dylan, Cash, and the Nashville Cats: A New Music City",,June 17 2015,,"Legacy,CMF",7.7
16484,The Great Cybernetic Depression,Princess Chelsea,June 16 2015,Pop/R&B,"Flying Nun,Lil' Chief",6.6
16485,_genic,Namie Amuro,June 17 2015,Pop/R&B,Dimension Point,6.7
16486,"Joy, Departed",Sorority Noise,June 23 2015,Rock,Topshelf,7.3
16487,City of Quartz,Nick Diamonds,June 17 2015,Rock,Manqué,6.8
16488,The Beyond / Where the Giants Roam,Thundercat,June 26 2015,"Jazz,Pop/R&B",Brainfeeder,8.3
16489,808s and Dark Grapes III,Main Attrakionz,June 26 2015,Rap,,7.4
16490,Untitled,The Armed,June 26 2015,Rock,No Rest Until Ruin,6.8
16491,Get to Heaven,Everything Everything,June 26 2015,Rock,RCA,7.2
16492,Hanging Out the Birds EP,Blawan,June 26 2015,Electronic,TERNESC,7.3
16493,Summertime '06,Vince Staples,June 29 2015,Rap,Def Jam,8.8
16494,Victoria OST,Nils Frahm,June 19 2015,Electronic,Erased Tapes,7.2
16495,Predatory Headlights,Tenement,June 19 2015,Rock,Don Giovanni,7.1
16496,Payola,Desaparecidos,June 22 2015,Rock,Epitaph,7.6
16497,Tomorrow Will Be Beautiful,Flo Morrissey,June 22 2015,Pop/R&B,Glassnote,6.2
16498,Don't Weigh Down the Light,Meg Baird,June 19 2015,Folk/Country,"Drag City,Wichita",7.1
16499,Jaakko Eino Kalevi,Jaakko Eino Kalevi,June 19 2015,Electronic,Weird World,6.9
16500,Gazebo Effect,"S. Araw ""Trio"" XI",June 22 2015,Experimental,Drag City,7.5
16501,Hunch Music,Hunee,June 22 2015,Electronic,Rush Hour,7.4
16502,Bleeder,Mutoid Man,June 29 2015,Metal,Sargent House,7.4
16503,A Lot of Sorrow,The National,June 23 2015,Rock,4AD,7.2
16504,"One Earth, One People, One Love: Kronos Plays Terry Riley",Kronos Quartet,June 29 2015,Experimental,Nonesuch,8.4
16505,Grand Romantic,Nate Ruess,June 23 2015,Pop/R&B,Fueled by Ramen,5.5
16506,asdfasdf,Katie Dey,June 22 2015,Electronic,Orchid Tapes,7.0
16507,In Another Life,Bilal,June 29 2015,Pop/R&B,"eOne Music,Purpose",7.2
16508,Bones,Son Lux,June 23 2015,Rock,Glassnote,7.2
16509,O∆,London O’Connor,June 29 2015,Rap,Self-released,7.8
16510,Moonbuilding 2703 AD,The Orb,June 30 2015,Electronic,Kompakt,6.7
16511,The Monsanto Years,Neil Young,June 30 2015,Rock,Reprise,5.2
16512,Amanecer,Bomba Estéreo,June 23 2015,Global,Sony,6.8
16513,Pageant Material,Kacey Musgraves,June 24 2015,Folk/Country,Mercury Nashville,8.0
16514,Coming Home,Leon Bridges,June 24 2015,Pop/R&B,Columbia,7.0
16515,Still,Richard Thompson,June 24 2015,Folk/Country,Fantasy,7.5
16516,Hardy & the Hardknocks: Drownin on a Mountaintop,T. Hardy Morris,June 24 2015,Rock,Dangerbird,6.0
16517,Pale Horses,mewithoutYou,June 24 2015,Rock,Run for Cover,7.2
16518,Freedom,Refused,June 25 2015,Rock,Epitaph,5.4
16519,PeteStrumentals 2,Pete Rock,June 25 2015,Rap,Mello Music Group,7.0
16520,"How Far Will You Go?: The S&M Recordings, 1973-81",Smokey,June 25 2015,Rock,Chapter,7.5
16521,High Risk,Dave Douglas,June 25 2015,"Experimental,Jazz",Greenleaf,7.6
16522,1983,Kölsch,June 17 2015,Electronic,Kompakt,6.5
16523,Feels Like,Bully,June 25 2015,Rock,"Columbia,StarTime",7.8
16524,It's It's Remix Time Time EP,Todd Terje,June 18 2015,Electronic,Olsen,6.2
16525,Déjà Vu,Giorgio Moroder,June 18 2015,Electronic,"Sony,Giorgio Moroder",2.5
16526,Covered,Robert Glasper Trio,June 18 2015,Jazz,Blue Note,6.7
16527,Untitled,False,June 18 2015,Metal,Gilead Media,8.0
16528,Meridian,Evan Caminiti,June 18 2015,Experimental,Thrill Jockey,7.0
16529,Lantern,Hudson Mohawke,June 15 2015,Electronic,Warp,7.4
16530,The Fool,Ryn Weaver,June 12 2015,Pop/R&B,"Interscope,Mad Love",4.9
16531,"Basictonalvocabulary,Balance,Force + Form","Surgeon,Surgeon,Surgeon",June 12 2015,Electronic,"Tresor,Tresor,Tresor,Tresor,Tresor,Tresor","8.1,7.3,8.6"
16532,Touch Down 2 Cause Hell,Boosie Badazz,June 12 2015,Rap,"Atlantic,Trill Entertainment",7.4
16533,Success,KEN mode,June 15 2015,Metal,Season of Mist,5.9
16534,You're Going to Make It EP,Mates of State,June 15 2015,Rock,"Barsuk,Fierce Panda",3.9
16535,Red Kite,Sarah Cracknell,June 15 2015,Pop/R&B,Cherry Red,7.1
16536,Sticky Fingers,The Rolling Stones,June 19 2015,Rock,"Rolling Stones,Rolling Stones",10
16537,DJ-Kicks,DJ Koze,June 16 2015,Electronic,!K7,8.0
16538,Luminiferous,High on Fire,June 16 2015,Metal,eOne Music,8.0
16539,Olympic Mess,Helm,June 15 2015,Electronic,Pan,7.2
16540,Catharsis,Institute,June 10 2015,Rock,Sacred Bones,7.2
16541,Universal Themes,Sun Kil Moon,June 10 2015,Folk/Country,Caldo Verde,6.0
16542,More Faithful,No Joy,June 16 2015,Rock,Mexican Summer,7.6
16543,Weird Prayer,Sweet John Bloom,June 10 2015,,Tiny Engines,6.3
16544,Settler,Vattnet Viskar,June 16 2015,Metal,Century Media,7.4
16545,"The Real Thing,Angel Dust","Faith No More,Faith No More",June 10 2015,Rock,"Rhino,Rhino,Rhino,Rhino","7.6,8.8"
16546,Everything Is 4,Jason Derulo,June 10 2015,Pop/R&B,"Warner Bros.,Beluga Heights",6.6
16547,I Don't Want to Let You Down EP,Sharon Van Etten,June 11 2015,Rock,Jagjaguwar,7.0
16548,FFS,FFS,June 12 2015,Rock,Domino,7.1
16549,Wild Nights,PINS,June 11 2015,Rock,Bella Union,4.0
16550,Restless Ones,Heartless Bastards,June 11 2015,Rock,"Partisan,Dine Alone",6.6
16551,Sounding Lines,Moritz Von Oswald Trio,June 11 2015,Electronic,Honest Jon's,6.3
16552,Glass Piano,Bruce Brubaker,June 11 2015,Experimental,Infiné,7.0
16553,Zhala,Zhala,June 3 2015,Pop/R&B,Konichiwa,7.1
16554,Chrissybaby Forever,Christopher Owens,June 4 2015,Rock,Turnstile,6.9
16555,Parlay EP,Galcher Lustwerk,June 12 2015,Electronic,Lustwerk Music,7.9
16556,Gold and Stone,Eternal Summers,June 4 2015,Rock,Kanine,7.3
16557,Before the World Was Big,Girlpool,June 5 2015,Rock,Wichita,7.8
16558,Surf,Donnie Trumpet & the Social Experiment,June 5 2015,"Pop/R&B,Rap",Self-released,8.3
16559,The Clearing,Rachel Grimes,June 4 2015,Pop/R&B,Temporary Residence,5.7
16560,The Deslondes,The Deslondes,June 4 2015,Folk/Country,New West,7.9
16561,Grands Tyrans,Akitsa,June 4 2015,Metal,Hospital Productions,7.7
16562,Black Age Blues,Goatsnake,June 5 2015,Metal,Southern Lord,7.3
16563,Nite-Glo EP,Stellar OM Source,June 8 2015,Electronic,Rvng Intl.,7.1
16564,Home Economics,Prinzhorn Dance School,June 8 2015,Electronic,DFA,6.7
16565,City Lights Vol. 3: Soweto,Nicolay,June 8 2015,Pop/R&B,Foreign Exchange,6.8
16566,Drones,Muse,June 9 2015,Rock,Warner Bros.,4.5
16567,Perfect World,Uniform,June 9 2015,Metal,"12XU,Alter",7.6
16568,Amusers and Puzzlers,Sightings,June 9 2015,Rock,Dais Records,7.5
16569,"Apocalypse, girl",Jenny Hval,June 9 2015,Experimental,Sacred Bones,7.9
16570,Portal/Well,Insect Ark,June 9 2015,,Autumnsongs,7.3
16571,Mercy,Active Child,July 6 2015,Rock,Vagrant,6.4
16572,Twelve Reasons to Die II,Ghostface Killah & Adrian Younge,July 7 2015,Rap,Linear Labs,7.2
16573,"Fingers, Bank Pads & Shoe Prints",RP Boo,July 7 2015,Electronic,Planet Mu,8.0
16574,Magnifique,Ratatat,July 16 2015,Electronic,XL,5.0
16575,Communion,Years & Years,July 16 2015,Pop/R&B,Interscope,7.4
16576,Something More Than Free,Jason Isbell,July 14 2015,Rock,Southeastern,5.8
16577,Negative Scanner,Negative Scanner,July 13 2015,Rock,Trouble in Mind,7.1
16578,Retarded Alligator Beats,The Alchemist,July 14 2015,Rap,ALC,6.7
16579,Summer Mirage EP,Chester Watson,July 13 2015,Rap,Self-released,7.0
16580,Many Levels of Laughter,J Fernandez,July 23 2015,Rock,Joyful Noise,6.5
16581,Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4,Miles Davis,July 24 2015,Jazz,"Columbia,Legacy",8.0
16582,How Does It Feel,MS MR,July 24 2015,Electronic,Columbia,6.0
16583,Another One,Mac DeMarco,August 4 2015,Rock,Captured Tracks,7.3
16584,Weirdo Shrine,La Luz,August 4 2015,Rock,Hardly Art,7.1
16585,Winter’s Diary 3,Tink,August 13 2015,Pop/R&B,Self-released,7.2
16586,Y Dydd Olaf,Gwenno,July 24 2015,Pop/R&B,Heavenly,8.0
16587,Holographic Violence,Grave Babies,August 4 2015,Rock,Hardly Art,6.4
16588,Houston,Mark Lanegan,August 13 2015,Rock,Ipecac,7.0
16589,Depression Cherry,Beach House,August 18 2015,Rock,"Bella Union,Mistletone,Sub Pop",8.4
16590,Trap-A-Velli Tre,2 Chainz,August 19 2015,Rap,Self-released,6.6
16591,Duskland,Zachary Cale,August 13 2015,Folk/Country,No Quarter,7.1
16592,Today Is the Day That They Take Me Away,Dave Cloud & The Gospel of Power,August 17 2015,Rock,Fire,7.5
16593,High,Royal Headache,August 18 2015,Rock,What's Your Rupture?,8.0
16594,All Around Us,Briana Marela,August 13 2015,Rock,Jagjaguwar,5.8
16595,Remember the Life Is Beautiful,Gonno,August 17 2015,Electronic,Endless Flight,7.6
16596,Drought Season 3,"Berner,The Jacka",August 18 2015,Rap,"The Artist,Bern One",7.3
16597,Nephew in the Wild,Advance Base,August 18 2015,Rock,Orindal,6.7
16598,Everybody’s Coming Down,The Good Life,August 19 2015,Rock,Saddle Creek,4.4
16599,M3LL155X,FKA twigs,August 19 2015,"Electronic,Pop/R&B",Young Turks,8.6
16600,Orphaned Deejay Selek (2006-2008) EP,"Aphex Twin,AFX",August 14 2015,Electronic,Warp,8.1
16601,The Complete Recordings of Jackson C. Frank,Jackson C. Frank,August 19 2015,Folk/Country,Ba Da Bing!,8.0
16602,Hide Before Dinner,F ingers,August 18 2015,Experimental,Blackest Ever Black,7.7
16603,The Pale Horse,Ancient Warfare,August 19 2015,Rock,Alias,7.3
16604,Detroit's Son,Guilty Simpson,August 14 2015,Rap,Stones Throw,6.0
16605,E•MO•TION,Carly Rae Jepsen,August 17 2015,Pop/R&B,"Interscope,School Boy",7.4
16606,Bone Turquoise,Stern,August 14 2015,Rock,New Atlantis,6.7
16607,Neither/Neither,The Black Dog,August 14 2015,Electronic,Dust Science,6.2
16608,Transgressor,Tunde Olaniran,August 17 2015,Rap,Quite Scientific,7.2
16609,Finesse the World,RetcH,August 14 2015,Rap,Self-released,6.8
16610,Faded Gloryville,Lindi Ortega,August 11 2015,Folk/Country,"Last Gang,Grand Tour",7.0
16611,,Dej Loaf,August 11 2015,Rap,Columbia,7.4
16612,Compton,Dr. Dre,August 11 2015,Rap,"Interscope,Aftermath",8.8
16613,Dry Food,Palehound,August 17 2015,Rock,Exploding in Sound,8.0
16614,Jessie Jones,Jessie Jones,August 10 2015,Rock,Burger,6.9
16615,Persuasion EP,Blondes,August 11 2015,Electronic,Rvng Intl.,7.3
16616,American Drift,Elysia Crampton,August 12 2015,Experimental,Blueberry,8.1
16617,The Blackest Eye EP,Aye Nako,August 12 2015,Rock,Don Giovanni,7.8
16618,Morning World,Teen Daze,August 12 2015,Rock,Paper Bag,7.3
16619,"The Secret History, Vol. 1",Pavement,August 12 2015,Rock,Matador,7.0
16620,You Disgust Me,Gangrene,August 11 2015,Rock,Mass Appeal,6.9
16621,"Raw, Vol. 1",Azekel,August 12 2015,Electronic,Thunderlightning,6.2
16622,Bang 3,Chief Keef,August 13 2015,Rap,Self-released,7.1
16623,Tha Truth,Trae tha Truth,August 4 2015,Rap,Grand Hustle,6.7
16624,Regulate...G Funk Era Part II EP,Warren G,August 5 2015,Rap,G Funk,7.4
16625,Into the Eye of Satan,Deiphago,August 4 2015,Metal,Hell's Headbangers,7.3
16626,Thank You for Stickin' With Twig,Slim Twig,August 5 2015,Rock,DFA,5.4
16627,Love Is Free,"Robyn,La Bagatelle Magique",August 6 2015,Pop/R&B,"Interscope,Konichiwa,Cherrytree",7.2
16628,Woman,Jill Scott,August 5 2015,Rock,Atlantic,7.1
16629,10 Summers: The Mixtape Vol. 1,DJ Mustard,August 5 2015,Rap,10 Summers,6.3
16630,Ygg Huur,Krallice,August 6 2015,Metal,Self-released,8.2
16631,RIP III,Michael Stasis,August 5 2015,Rock,Arbutus,7.3
16632,Built In Sun,Joe Plummer,August 6 2015,Rock,People In A Position To Know,6.0
16633,Love From Dust,Donnacha Costello,August 6 2015,Electronic,Self-released,7.6
16634,Colors of the Sun,Hatchback,August 7 2015,Electronic,Be With,7.3
16635,Free (Based Freestyles Mixtape),"Lil B,Chance the Rapper",August 10 2015,Rap,Self-released,7.7
16636,Ivywild,Night Beds,August 6 2015,Rock,Dead Oceans,3.2
16637,"Lotus Collage,Unicorns In Paradise,Connecting With the Inner Healer Through Music","Laraaji,Laraaji,Laraaji",August 7 2015,Experimental,"Leaving,Leaving,Leaving,Leaving,Leaving,Leaving","8.0,7.3,7.5"
16638,Works for Tomorrow,Eleventh Dream Day,August 7 2015,Rock,Thrill Jockey,7.4
16639,Body Complex,Heathered Pearls,August 10 2015,Electronic,Ghostly International,6.9
16640,Press Color,Lizzy Mercier Descloux,August 10 2015,Pop/R&B,"Light in the Attic,Light in the Attic",8.2
16641,Abyss,Chelsea Wolfe,August 7 2015,Rock,Sargent House,8.1
16642,Public Domain 4,Chris Crack,August 7 2015,Rap,Self-released,7.2
16643,Blood,Lianne La Havas,July 28 2015,Pop/R&B,Nonesuch,7.7
16644,"Woodstock Sessions, Vol. 4",Team Sleep,August 10 2015,Metal,Self-released,6.0
16645,Momentary Lapse of Happily,Adult Mom,July 28 2015,Rock,Tiny Engines,6.8
16646,Knockin' Boots,Julio Bashmore,July 28 2015,Electronic,Broadwalk,8.0
16647,Momentary Masters,Albert Hammond Jr.,July 29 2015,Rock,Vagrant,7.3
16648,King Heavy Metal,Ricked Wicky,July 28 2015,Rock,"Guided By Voices, Inc.",6.5
16649,Cascade / The Deluge,William Basinski,July 29 2015,Experimental,Temporary Residence,7.4
16650,"Greatest Hits, Vol. 1",Teenage Time Killers,July 30 2015,Rock,Rise,4.0
16651,Risveglio,Alessandro Cortini,July 29 2015,Experimental,Hospital,7.2
16652,Earth,Sweet Cobra,July 29 2015,Rock,Magic Bullet,6.7
16653,as if to each other...,R. Andrew Lee,July 29 2015,Experimental,Irritable Hedgehog,7.4
16654,Living Legend,Gunplay,July 30 2015,Rap,Def Jam,6.5
16655,You Never Show Your Love EP,Jessy Lanza,July 30 2015,Pop/R&B,Hyperdub,6.2
16656,Explora EP,Florian Kupfer,July 30 2015,Electronic,Technicolour,6.5
16657,"Sketches From An Island 3,Bush Society","Mark Barrott,Mark Barrott",July 30 2015,Electronic,"International Feel,International Feel","6.9,7.5"
16658,Yung Rich Nation,Migos,July 31 2015,Rap,"Atlantic,Quality Control,300 Entertainment",7.0
16659,"Rastafari: The Dreads Enter Babylon, 1955-83",,July 31 2015,,Soul Jazz,7.5
16660,"L​.​P​.​1. aka ""14 Year Old High School PC​-​Fascist Hype Lords...",The Coneheads,July 31 2015,Rock,Erste Theke Tontraeger,7.7
16661,Pain,Deaf Wish,July 31 2015,Rock,Sub Pop,7.6
16662,Bahdeni Nami,Omar Souleyman,August 3 2015,Global,Monkeytown,6.2
16663,Live at the 12 Bar,Bert Jansch,July 31 2015,Folk/Country,"Earth,Earth",7.7
16664,Pearl Charles EP,Pearl Charles,August 3 2015,Rock,Burger,6.8
16665,Green Lanes,Ultimate Painting,August 3 2015,Rock,Trouble in Mind,7.4
16666,Fratello Mare,Mike Cooper,August 3 2015,Experimental,Room40,6.9
16667,Days,Earthly,July 24 2015,Electronic,Noumenal Loom,7.8
16668,Death Magic,HEALTH,August 3 2015,Rock,Loma Vista,7.8
16669,Watkins Family Hour,Watkins Family Hour,July 24 2015,Folk/Country,"Thirty Tigers,Family Hour",7.4
16670,The Most Lamentable Tragedy,Titus Andronicus,July 27 2015,Rock,Merge,8.1
16671,Man Plans God Laughs,Public Enemy,July 27 2015,Rap,Spitdigital,6.2
16672,CASHINTHEBATHROOM EP,ILLFIGHTYOU,July 27 2015,Rap,Self-released,7.1
16673,Practice What U Preach,DJ Roc,July 27 2015,Electronic,Duck N' Cover,7.5
16674,VII: Sturm und Drang,Lamb of God,July 27 2015,Metal,"Epic,Nuclear Blast",7.8
16675,"Presence,In Through the Out Door,Coda","Led Zeppelin,Led Zeppelin,Led Zeppelin",July 28 2015,Rock,"Atlantic,Swan Song,Atlantic,Swan Song,Atlantic,Swan Song,Atlantic,Swan Song,Atlantic,Swan Song,Atlantic,Swan Song","7.6,8.0,7.3"
